SEX,EDUCATION,MARRIAGE,PAY,BILL_AMT,PAY_AMT,age_disc,limit_bal_disc_8,default payment next month
2,1,2,0.333333333,10647.33333,1007.833333,0,0,0
2,2,2,-0.333333333,21454.83333,2742.166667,0,0,0
2,2,2,1,66879.66667,2101.333333,0,0,1
2,2,2,0.333333333,39597.33333,2507,0,0,1
2,2,1,0,57270.83333,2284.5,0,0,0
2,2,2,0,8646.833333,1038.5,0,0,0
2,2,2,0,10671.33333,2885,0,0,0
2,2,2,2,17288.16667,1262.666667,0,0,0
2,1,2,2,7518,1592.833333,0,0,0
2,2,2,-0.166666667,30405.83333,5309.5,0,0,0
2,2,2,0,739.8333333,263.3333333,0,1,0
2,1,1,-0.166666667,20746.83333,6500,1,3,0
2,2,2,0.5,73193.33333,3416.666667,0,0,1
2,2,2,4.666666667,300,0,0,0,0
2,2,2,0,217699.5,8194.5,0,1,0
2,3,2,0,28818.66667,1750,0,0,0
2,2,2,2,110609.1667,3890,0,0,1
2,2,1,-0.333333333,20101.83333,9358,0,0,0
2,1,2,-2,316,570.6666667,0,0,0
2,2,2,0,115461,4716.666667,0,1,0
2,2,2,0,105811.8333,4740.666667,0,1,0
2,1,2,0,88747.33333,7146.5,0,0,0
2,2,2,-0.333333333,30588.83333,8458.5,0,0,0
2,2,2,0.666666667,75470,3500,0,0,1
2,2,2,1.5,24399.16667,1268.333333,0,0,1
2,2,2,-0.333333333,40274.16667,13271.33333,0,0,0
2,1,2,-2,100,100,0,1,0
2,1,2,-0.666666667,6431,5586.166667,0,1,0
2,2,1,0.333333333,4683.666667,1057.166667,0,1,0
2,3,2,0,24138.5,4970.166667,0,0,0
2,1,2,0.666666667,7955.833333,1416.666667,0,0,1
2,2,2,0.666666667,75644.83333,2600.833333,0,1,0
2,2,1,1.333333333,63473.66667,2594.166667,0,0,0
2,2,2,-1,1476.833333,1497.833333,0,2,0
2,1,2,0.333333333,8366,889.3333333,0,0,0
2,1,2,-1.5,0,0,0,2,1
2,1,2,-0.833333333,-92.5,2085.666667,0,3,0
2,1,2,-0.833333333,1466.666667,1783.5,0,1,0
2,2,2,-0.5,3105.666667,1910.166667,0,1,0
2,2,2,-1.333333333,1731.833333,483.3333333,2,0,0
2,2,2,0,18244.16667,3000,1,0,0
2,3,2,0.5,87827.5,3000.333333,2,0,0
2,2,1,-1,16885,9139.333333,1,0,0
2,2,1,-1.166666667,168.5,241.3333333,1,1,0
2,2,1,-0.166666667,12423.83333,2276.333333,1,1,0
2,2,2,0,60620.66667,4178.333333,1,1,0
2,2,2,0,430896.1667,15590,1,3,1
2,2,2,0,57383.16667,2166,0,0,0
2,3,1,2,86453.83333,3566.666667,1,0,1
2,6,1,1.333333333,114899.5,4096.166667,2,0,1
2,2,2,0,22127.83333,4023.5,0,2,0
2,2,1,1.833333333,89260.66667,3883.333333,0,0,0
2,2,1,-1,7104.166667,6887,0,1,0
2,2,2,0.333333333,15026.5,1150,1,0,0
2,3,1,1,15446.83333,1005.333333,2,0,1
2,1,2,-1,3505.666667,2660.166667,1,1,0
2,2,1,1,82686,3124.833333,1,0,0
2,1,1,0.333333333,25003.66667,3833.333333,2,0,1
2,3,1,0,55571.83333,2520,2,0,0
2,2,2,1.333333333,23711.83333,566.6666667,0,0,1
2,1,1,0,42890.83333,1522.333333,0,2,0
2,2,2,0,38288.5,5011.5,1,2,0
2,3,1,0.333333333,123567,5044,1,0,0
2,2,1,-1.5,0,0,2,1,0
2,2,1,0,54210,2156.666667,1,0,0
2,2,1,0,40132.83333,1707.666667,1,0,0
2,2,2,0,42038.33333,2000,1,2,0
2,2,1,0.833333333,32135,1683.333333,1,0,0
2,2,1,-2,916.3333333,834.1666667,0,2,0
2,1,1,0,156782.1667,6950,0,1,0
2,1,2,0.333333333,14668.83333,1377.5,0,0,0
2,1,2,0,94818.33333,9058.166667,1,1,0
2,1,1,-0.666666667,9691.333333,9356.666667,1,3,0
2,2,1,0.333333333,22395.5,1013.666667,2,0,0
2,1,2,1.333333333,5431.5,2459.5,0,1,0
2,2,1,-2,507.1666667,805.6666667,1,1,1
2,1,2,0,37665.16667,7000,1,1,0
2,2,2,0,203195.3333,7756.5,0,2,0
2,2,2,-0.833333333,301.8333333,365.5,1,0,0
2,2,2,-1.5,15280,7936,1,3,0
2,3,2,-1.833333333,617.3333333,813.1666667,0,2,0
2,1,2,-1.5,0,218.8333333,0,0,0
2,2,2,0,37359,1806.5,1,0,0
2,2,2,-0.166666667,28411.5,4046.666667,0,2,0
2,1,1,-0.833333333,10246.5,10234.16667,1,2,0
2,2,2,0,225966.5,8539.833333,0,1,0
2,3,1,0,64379.5,2450.5,2,0,0
2,2,2,-1,1884.166667,2125.833333,1,1,1
2,1,1,0,181297.5,15583.33333,1,1,0
2,2,1,-0.666666667,4447.5,2481.5,1,2,0
2,2,1,0.833333333,24479.66667,1680.666667,1,0,0
2,2,1,0,52397.16667,4666.666667,1,0,0
2,5,1,-2,1020.166667,974.5,0,0,0
2,2,1,-2,430,430,2,1,1
2,2,1,-1.166666667,3707.166667,4709,2,2,0
2,2,1,-1,8808.5,7498.5,2,2,0
2,1,2,-0.833333333,6568.333333,5506.5,0,1,0
2,3,2,0,119909.1667,4486.333333,0,1,1
2,2,1,-0.5,1789.666667,1641.333333,0,1,0
2,2,1,0,19879.66667,986.5,1,1,0
2,2,1,0,92783.5,3800,1,2,0
2,2,1,-1,1432.333333,2214.666667,2,3,0
2,2,1,1.166666667,12974.33333,2169.833333,2,0,1
2,2,1,0,81064.33333,3852,0,1,0
2,1,2,-2,7197.833333,10888.33333,1,2,0
2,1,2,0,192435.1667,6516.666667,0,1,0
2,1,1,-1,6804.166667,6302.833333,1,2,0
2,1,2,0,163977.3333,5357.833333,2,3,0
2,1,1,-2,1003.833333,937.1666667,1,1,0
2,2,2,0,67617.83333,9353.666667,0,2,0
2,3,2,0.5,3776.333333,714.1666667,0,0,0
2,1,2,-0.666666667,7268.5,5950.166667,0,2,0
2,2,1,-0.333333333,585,390,2,0,1
2,2,1,0,101307,4007.166667,1,1,0
2,2,1,0,32302.16667,2012.833333,1,0,0
2,2,1,-2,818.6666667,621.6666667,2,1,0
2,2,1,-0.833333333,1973.5,3187.166667,2,1,0
2,1,1,-1.166666667,4090.833333,511.5,2,2,0
2,2,3,1.833333333,9595.666667,706.6666667,2,0,1
2,3,1,-0.166666667,3501.5,2053.5,2,3,0
2,2,2,-0.833333333,3529.666667,3813.166667,2,2,0
2,1,2,0.333333333,71621.66667,4183.333333,1,2,0
2,3,1,0,37743.16667,1400,2,2,0
2,2,1,0,173363,12287,1,1,0
2,2,1,0,168092.6667,7851.333333,2,1,0
2,2,2,-2,439.8333333,110.1666667,0,1,1
2,3,1,0,113672.1667,6253.333333,2,1,1
2,3,1,-0.166666667,81180.33333,3729.333333,1,0,0
2,2,1,-0.666666667,44248.16667,2166.666667,1,0,0
2,2,1,1,643.1666667,200,1,0,1
2,2,2,0.333333333,80471,5000,2,1,0
2,3,1,1.5,16738.33333,1466.666667,2,0,0
2,1,1,-0.5,9561.666667,7441.166667,1,1,0
2,2,2,0.833333333,14979,2993.5,1,1,0
2,3,2,-0.833333333,1008.333333,1039.333333,1,1,0
2,1,1,-1.333333333,30775,0,2,1,0
2,3,1,0,21198.33333,1186.333333,1,0,0
2,1,1,0,64330.16667,2391.833333,1,1,0
2,1,2,-1.166666667,25000,25044.5,1,2,0
2,1,1,0.333333333,404013.1667,15284.33333,2,3,1
2,1,2,-1.333333333,1731.833333,526.3333333,1,0,0
2,3,1,0,16977,780,2,0,0
2,1,2,-0.666666667,23407.33333,15559.83333,1,1,0
2,2,2,-2,55,270,1,1,1
2,2,1,-0.166666667,33742.16667,16488.66667,2,2,0
2,1,2,-1.666666667,4727.333333,0,1,0,0
2,3,2,-0.333333333,19920.83333,1444.666667,2,1,0
2,1,2,-1,5610.833333,4379.5,1,1,1
2,2,1,-2,5003.5,4929.5,1,1,0
2,3,3,-0.666666667,16952.5,12799.33333,2,0,0
2,3,1,0,93777.66667,3258.166667,1,1,0
2,1,1,0,19278.66667,1166.666667,1,0,0
2,1,2,-2,1611,3160.5,1,3,0
2,2,1,0,197981.6667,7972.833333,1,2,0
2,1,1,-0.5,523.3333333,263.3333333,2,1,1
2,1,2,0,65048.66667,10694.83333,0,1,0
2,2,2,-1.666666667,81.83333333,623,1,1,0
2,1,2,0,102195.6667,4495,1,2,0
2,1,2,-0.5,19367.33333,1936.166667,1,1,0
2,2,1,-1,767.6666667,791,1,1,0
2,1,1,-1,31304.66667,32421.66667,1,3,0
2,2,1,0,145460,4291.833333,1,1,0
2,2,1,-0.666666667,416.6666667,0,1,1,1
2,2,1,-0.333333333,22893.16667,5453.333333,2,0,0
2,2,2,0,82468.83333,2552.333333,0,1,0
2,2,1,0.333333333,9225.333333,4807,0,1,0
2,2,1,-0.5,2434.5,830,1,2,0
2,2,2,0.333333333,88489,6705.833333,1,0,0
2,1,1,-0.333333333,20173.33333,12706.33333,1,3,0
2,3,1,0,37647.33333,2079.166667,1,0,0
2,2,2,0,45151.5,2516.666667,1,0,0
2,2,1,-0.166666667,19904.66667,2342.333333,1,0,0
2,3,1,-0.5,7246.666667,5740,2,3,0
2,3,3,2,41233.16667,1400,1,0,1
2,3,1,0.666666667,2969.333333,1839.5,2,1,0
2,2,1,-1.5,0,0,2,1,0
2,1,1,1.166666667,67527.33333,11670.33333,2,4,0
2,1,1,-1,6353.166667,5686,1,1,0
2,1,1,-1,21841.66667,30763.33333,1,2,0
2,2,1,0.333333333,356628.5,9131.833333,1,3,0
2,1,2,0.333333333,9419.5,2833.333333,1,2,0
2,2,1,0,61832.5,5940.333333,1,0,0
2,2,1,-1,335.5,335.5,1,1,0
2,2,1,-0.666666667,884.8333333,970.6666667,1,2,0
2,2,2,-0.833333333,34307,34612.83333,1,3,0
2,2,1,0,139645.5,5908,0,2,0
2,2,1,-1,4690.333333,4465.166667,2,1,0
2,1,1,-1.166666667,2380,2378.833333,2,2,0
2,3,2,0.666666667,59085,1620,1,0,1
2,1,2,0,11097.16667,875,0,2,0
2,1,1,0.5,455,274.5,1,0,0
2,1,1,1,36201.5,1650,2,1,1
2,2,1,0.666666667,58755.33333,3083.333333,2,1,0
2,1,2,-0.333333333,80494.83333,28265.83333,0,1,0
2,1,1,-0.666666667,9334.333333,10805.83333,0,2,0
2,1,2,0,146225.3333,14193.83333,0,3,0
2,2,1,0,13913.5,950,1,2,0
2,3,2,0,32721.33333,4843.5,1,2,0
2,2,1,0,285407.5,12478.33333,1,3,0
2,2,2,0,65084.16667,2201.333333,1,1,0
2,3,1,-2,0,0,2,0,0
2,5,1,-2,-960.5,256.1666667,2,0,0
2,2,2,-2,10050.16667,10050.16667,2,1,0
2,1,2,0,58119.66667,2834.333333,0,3,0
2,1,2,0,59858.83333,2461.666667,0,1,0
2,2,1,0.5,444474.3333,12400.83333,1,4,0
2,3,1,1.833333333,23802.5,1550,2,0,1
2,2,1,0,45423.16667,2458.5,2,1,0
2,2,1,-0.833333333,156,72,1,0,1
2,3,1,0,7821.5,680.6666667,2,0,0
2,6,1,0,22527.5,1932.833333,2,0,0
2,1,2,0,133914.3333,5411.833333,1,1,0
2,2,2,0,139283.1667,4816.666667,1,2,0
2,2,1,-0.833333333,2850.833333,1905.166667,2,1,0
2,2,2,0,109158,5700,2,2,0
2,3,1,0,39168.83333,1523.5,3,0,1
2,3,1,-2,2886.333333,2711,3,3,0
2,3,2,-0.333333333,606.5,346.6666667,3,0,0
2,3,2,0,123466.8333,4737.666667,3,1,0
2,3,1,0,51149.5,1669.5,3,0,0
2,3,1,0,26169.33333,6747.833333,3,0,0
2,2,2,-2,1051.333333,975.1666667,2,1,1
2,2,1,-2,1002.666667,144.6666667,2,2,0
2,2,1,1,32391.83333,2201.5,2,2,0
2,2,1,-0.833333333,3503.5,3917.166667,2,3,1
2,5,1,0,87879.33333,2933.5,3,0,0
2,3,1,0,112406.1667,4485.166667,3,1,0
2,3,1,-0.833333333,2493.333333,1113,3,2,0
2,3,1,-1.333333333,21404.33333,0,2,0,0
2,3,1,1.333333333,43102.33333,2613.833333,3,0,0
2,2,1,0,66918.5,2981,2,4,0
2,5,2,0,29850.33333,1215.5,2,0,0
2,2,1,0,252106.6667,9700,2,1,0
2,2,1,0,30800,1637.5,3,0,0
2,2,1,-2,0,0,4,2,0
2,1,1,-0.5,104707.8333,63540.16667,2,3,0
2,1,1,-2,1807.833333,1854,3,2,0
2,3,1,-1,390,390,4,0,1
2,1,1,-0.833333333,3852.333333,3584.333333,3,1,0
2,1,3,-1.333333333,15608.33333,9586.333333,3,2,0
2,2,1,0.333333333,162449,17330,3,1,0
2,2,2,-2,1213.166667,1388.666667,3,1,0
2,2,1,-1,677,1093.666667,3,0,0
2,3,1,-1,5403,5461.333333,3,0,0
2,2,1,0.333333333,217277.8333,7881.333333,3,1,1
2,1,2,0,217915.6667,8669.833333,3,3,0
1,2,2,0.333333333,13679.66667,2220,0,0,0
1,2,1,1.166666667,130617.1667,2628.666667,0,2,1
2,2,1,-0.166666667,5029.833333,838.3333333,3,2,0
1,2,2,-0.666666667,20871.83333,3423.833333,1,0,1
1,2,1,2.166666667,2083.333333,0,0,2,1
1,2,2,0,35085.33333,1633.333333,0,0,0
1,2,1,0.333333333,39523,1284.166667,0,0,0
1,1,1,0,48539.5,1781.5,0,0,0
1,2,2,0,91729.16667,3987.166667,0,1,0
1,1,2,0,28136.5,1257.5,0,0,0
1,1,2,0,17993.16667,4534.333333,0,2,0
1,2,2,-0.333333333,33035.83333,11854.83333,0,0,0
1,2,2,0.333333333,15377.5,1193.5,0,0,0
1,2,2,-1,5566,3178,0,0,0
1,1,2,-1.833333333,667.1666667,818.1666667,0,1,0
1,3,2,-1.5,0,0,0,0,0
1,2,2,0.5,134707.3333,5166.666667,0,1,1
1,1,2,0,75836.33333,15970.5,0,0,0
1,2,2,-0.333333333,5023.166667,2124,0,0,1
1,2,2,-0.666666667,2960.166667,3265.5,0,0,0
1,3,2,0.833333333,47871,2833.333333,0,0,1
1,3,2,-0.666666667,24937.83333,833.3333333,0,0,0
1,1,2,1,47420.83333,1707.666667,0,0,0
1,2,2,0,27089,3888,0,0,0
1,2,2,0.666666667,18126.16667,1176.666667,0,0,1
1,2,2,-2,0,0,0,0,0
1,1,2,0,45657.5,13014.33333,0,1,0
1,2,1,-1,667,5192.666667,0,0,0
1,1,2,0,49708.33333,10695.66667,0,3,0
1,1,2,0.333333333,80205.83333,3550,0,0,0
1,1,2,0,242422,10480.33333,0,2,0
1,2,2,0.666666667,5957.333333,575.8333333,0,0,1
1,2,2,0.5,13168.5,1338.833333,0,0,0
1,1,2,-2,37136,43273.33333,0,1,0
1,3,1,-1.5,0,0,1,0,0
1,2,2,-2,0,0,0,1,0
1,1,2,-0.5,607.5,19.16666667,0,1,0
1,2,2,0,62863.83333,2391.5,0,0,0
1,3,2,-0.166666667,2639.166667,803.5,2,0,0
1,2,2,-1,395.3333333,487,1,0,0
1,1,2,0,158220.6667,10022.33333,1,3,0
1,2,1,-0.833333333,6143,8623.666667,1,2,0
1,3,2,-0.666666667,138093.8333,2955.5,0,1,0
1,1,2,0.333333333,89752.83333,4533.333333,0,1,0
1,2,1,0,97016.5,3427.666667,1,2,0
1,1,1,-2,0,0,1,2,1
1,2,2,2,47841.16667,6666.666667,1,0,1
1,1,2,0,165327.3333,6766.666667,0,2,0
1,3,1,-1,647.6666667,647.6666667,1,0,1
1,2,1,-0.333333333,73490.66667,32828.83333,1,3,0
1,1,1,-1.333333333,2128,0,1,2,0
1,2,1,0,44697.33333,2166.666667,2,1,0
1,3,1,0.5,26048.5,400,2,0,1
1,2,1,-0.166666667,49653.16667,8455.166667,2,0,0
1,2,2,0,135356,5109.5,0,1,0
1,2,1,-1,10705.33333,12459.33333,0,3,0
1,3,1,-2,5598.666667,0,1,2,0
1,1,1,0.666666667,75086,2683.333333,1,0,1
1,1,1,-2,9062.333333,5947.5,1,1,1
1,3,1,-0.166666667,12551.33333,3948.666667,1,0,0
1,1,1,-1.666666667,483.3333333,0,2,3,0
1,1,1,-1.5,0,0,1,1,0
1,2,1,0,46544.16667,1636.833333,0,1,0
1,2,2,-1.666666667,4848.833333,6194.5,2,1,0
1,2,2,-1.5,0,41.83333333,0,0,1
1,1,1,-0.666666667,484.1666667,581,2,1,1
1,3,1,0.166666667,43918.5,7868.666667,0,0,0
1,1,1,0,4508.5,1618.333333,1,0,1
1,1,1,0,80325.83333,2969,2,0,0
1,3,1,0,74894.5,2502.666667,2,0,1
1,2,1,-1,54075.5,1333.333333,1,1,0
1,2,2,0,19765.33333,1320.666667,1,0,1
1,3,2,1.833333333,6422.166667,916.6666667,0,0,0
1,2,1,-0.5,14034.83333,3639.333333,2,0,0
1,2,1,1.833333333,55430.16667,2666.666667,1,1,1
1,2,1,0,164441,6167.166667,1,2,0
1,2,2,0.5,39423,2145,1,0,0
1,2,1,1,42493.66667,1452.5,0,0,1
1,1,1,-0.166666667,4307.666667,3757.5,1,2,0
1,2,1,0.333333333,73041.16667,2783.333333,2,1,0
1,3,1,-2,8341,8506.5,2,1,1
1,3,1,-2,0,0,0,2,0
1,3,1,1.166666667,42057,1308.166667,0,0,0
1,2,2,0,72237.66667,5572.5,1,0,0
1,2,1,0,50841.5,2931.5,1,2,0
1,3,1,-1,1050.833333,1289.5,2,0,0
1,2,2,-1,23729.83333,615,2,0,0
1,3,1,0,17635.33333,2260,1,1,0
1,2,1,-1,1438.333333,1837,1,1,0
1,2,1,2,20702.16667,1133.5,1,0,1
1,2,2,0,147767,5703,1,2,1
1,2,1,-1,29427.33333,28538.33333,1,4,0
1,3,1,-1,3164.666667,1030.833333,1,1,1
1,2,2,0,17680.66667,886.1666667,1,0,1
1,3,1,0.666666667,8252.333333,467.1666667,2,0,1
1,2,2,-0.166666667,8579,5668.5,1,0,0
1,3,1,0,149075,4888.166667,2,1,0
1,2,2,-0.166666667,20075,32490.5,1,1,0
1,2,1,-0.5,366.3333333,541.6666667,1,2,0
1,2,1,0.5,6634.5,833.3333333,1,1,0
1,1,1,0,113745.5,4953.833333,2,3,0
1,2,2,0.666666667,68145.83333,2596.166667,1,0,0
1,2,1,0,95910.66667,4109.5,1,1,0
1,3,1,-0.166666667,657.3333333,463.3333333,2,1,1
1,2,2,0,154507,5916.666667,1,1,0
1,1,2,0,275088.1667,11670.16667,1,1,0
1,1,2,0,72793.33333,9174.5,1,2,0
1,1,2,0,135506.8333,5441.833333,0,1,0
1,2,1,0.333333333,3303.833333,790.5,1,1,1
1,1,1,-1.5,0,0,1,1,1
1,1,1,-2,2936.166667,2093,1,1,0
1,2,2,0,28741.5,5500,1,1,0
1,1,2,-1.666666667,599.3333333,383.3333333,2,3,0
1,2,1,2,32982.5,1533.333333,1,0,1
1,2,2,-1.166666667,7569.333333,7961,1,0,0
1,2,2,0,112388.5,5448.5,1,1,0
1,1,2,-1.666666667,1204.5,1295.333333,1,2,0
1,2,1,0,202578,47573,2,2,0
1,2,2,-2,558.3333333,445,0,1,0
1,2,1,0.5,45848.16667,2165.5,1,1,1
1,1,2,-1.5,0,0,0,1,0
1,1,1,0.666666667,15060,1059,1,0,1
1,1,1,0.333333333,132534.3333,5500,1,2,1
1,1,1,-1,3187.666667,3200.833333,2,2,0
1,2,2,0,8162.333333,985.1666667,0,0,0
1,2,2,-2,5276.5,4666.833333,1,3,1
1,1,1,0,35358.66667,16525,1,2,0
1,2,2,1,17910,896.3333333,1,0,0
1,3,2,-1,316,316,1,1,1
1,1,1,0,15987.5,12684.16667,2,3,0
1,1,1,-2,5180.333333,9556.5,2,1,0
1,3,1,-0.333333333,25581.5,12310.66667,1,3,0
1,2,2,0.666666667,1222.666667,808.3333333,1,0,1
1,1,1,-0.333333333,10790.5,6227.166667,2,3,0
1,1,2,0,93949.66667,5309.5,1,2,0
1,1,1,1.333333333,51423.16667,6833.333333,1,0,1
1,2,1,-0.5,4600,2460.5,1,0,0
1,2,1,0,136748.8333,6896.166667,1,1,0
1,1,1,0,373706.8333,17000.83333,2,3,0
1,1,1,0,104130.1667,4278.666667,1,4,0
1,2,1,0.333333333,20057.33333,951.1666667,2,0,1
1,1,2,0.333333333,2252.333333,988.3333333,1,1,0
1,2,1,0,2616.166667,771.6666667,2,2,0
1,3,2,0,36482.83333,2750,1,0,1
1,1,2,0,288570.1667,14303.66667,1,3,0
1,2,2,0,74928.33333,7349.666667,1,0,0
1,1,1,-1,24924.5,21541.33333,1,2,0
1,1,1,2,64663,2733.333333,1,0,0
1,1,1,-0.666666667,2481,2984.166667,2,3,0
1,2,1,-1,1173.666667,1198.666667,3,1,0
1,3,1,0.333333333,256816.5,9373.666667,4,2,0
1,2,1,0,33390.33333,1653.833333,3,0,1
1,2,2,0.333333333,102567.8333,15242,3,0,1
1,1,1,-2,6513.833333,2040.333333,2,2,0
1,2,1,-1,1322.666667,1151,2,1,0
1,3,2,0.333333333,121135.3333,5018.166667,2,0,0
1,2,1,-0.833333333,14769.16667,10330.83333,3,3,1
1,2,1,1.333333333,32638.66667,2166.666667,3,1,1
1,2,1,-0.166666667,52208.33333,1963.833333,3,0,0
1,1,1,0,200891.6667,6335.333333,3,2,0
1,3,1,0.833333333,18801.16667,1156.333333,3,0,1
1,2,1,-2,5211.666667,4890.666667,2,2,0
1,1,1,2,76372.16667,3685,2,3,1
1,1,2,0,198798.8333,12136.5,3,1,0
1,2,2,-0.166666667,25755.5,8515.333333,3,0,0
1,1,1,0,70841.5,4666.666667,2,1,0
1,3,1,-1,38459.66667,38137.16667,3,3,0
1,2,2,0,63908,2100,3,0,0
1,2,1,-1.333333333,2575.333333,1886.666667,3,3,0
1,2,1,0,29495.66667,1666.666667,3,0,0
1,1,1,1,457079.8333,14666.66667,3,4,1
1,1,1,-0.333333333,33400.16667,2427.833333,4,0,0
1,1,1,0,11299.33333,1833.333333,4,2,0
1,3,2,0,31355.16667,1265.5,3,0,0
2,2,2,1.166666667,10501,783.3333333,0,0,1
2,1,2,0.333333333,18963.83333,1296.666667,0,0,0
1,3,1,1,36045,1530.666667,3,0,1
1,2,1,-1,1443,1443,3,1,0
2,2,2,0,75232,2764.333333,0,0,0
2,2,2,0.666666667,526.6666667,341,0,0,1
2,3,2,-1.166666667,5521.833333,2233,0,0,0
2,2,2,-0.833333333,964.8333333,689.1666667,0,0,0
2,2,1,-0.166666667,7100,3954.333333,0,0,0
2,2,2,0,116941.1667,5007,0,0,1
2,2,2,0,18500.66667,11095,0,0,0
2,1,2,-2,566.8333333,568.8333333,0,3,0
2,1,2,-2,3023.833333,3023.833333,0,2,0
2,1,2,-0.333333333,4811.5,795.8333333,0,0,0
2,2,2,-0.666666667,13977.33333,9404.666667,0,1,0
2,3,1,-2,984.1666667,984.1666667,0,0,0
2,2,1,0,121211.6667,4700,0,0,0
2,1,2,1.333333333,83323.66667,4683.333333,0,0,0
2,2,2,0.5,9335.5,4416.166667,0,0,1
2,1,2,-1.5,3767.833333,3767.833333,0,0,0
2,2,2,-2,0,0,0,1,0
2,3,2,-0.333333333,5773,3408.5,0,0,1
2,1,2,-0.5,25765.16667,6983.833333,0,1,0
2,2,1,-0.666666667,7460.333333,507.5,1,1,0
2,1,2,0,63863.33333,2852.833333,1,2,0
2,2,2,-0.666666667,7077.166667,2945.666667,0,2,0
2,2,2,-0.333333333,528,396,0,0,0
2,1,2,-0.333333333,148.8333333,92.83333333,0,2,1
2,2,1,-0.333333333,35714.33333,4668.833333,0,0,0
2,2,2,-0.333333333,2926.666667,758.1666667,1,1,0
2,1,2,-2,4255.666667,3802,1,2,0
2,2,1,0,2928.5,3897.333333,1,0,0
2,2,1,-0.833333333,1485.666667,1433.333333,1,1,0
2,2,1,0,45579.66667,1583.333333,1,1,0
2,1,2,0,34089.83333,1826.166667,1,2,0
2,2,2,-0.166666667,425,495,0,0,1
2,2,2,0,56410.16667,2252.833333,0,1,0
2,1,1,-2,8921.166667,8178,1,1,0
2,2,1,-0.333333333,42221.83333,21625.33333,1,2,0
2,1,2,0,36944.5,2150.666667,0,0,0
2,2,2,-1,8164.333333,500,0,0,0
2,1,2,-0.333333333,13565,11159.83333,0,1,1
2,2,1,0.333333333,263583.8333,14629.5,1,2,0
2,1,2,0,14322.5,2247.333333,1,1,0
2,2,1,-0.166666667,189603.1667,38989.83333,1,1,0
2,2,1,-0.666666667,14753.16667,8886.833333,1,2,0
2,2,1,0,49585,1903.5,1,2,0
2,2,1,-0.333333333,17656.83333,14407.16667,1,1,0
2,3,1,-1.5,0,833.3333333,2,0,0
2,2,1,0,27005.33333,11597,2,2,0
2,2,2,-1,4875.333333,166.6666667,1,1,0
2,2,1,0,189099.8333,7483.166667,1,1,0
2,2,1,-1.5,4882.833333,440.1666667,1,1,0
2,2,1,-0.833333333,6748,21995.16667,1,0,0
2,2,1,1.166666667,89547,3082.833333,1,0,0
2,2,2,0,252639.5,8166.666667,2,2,0
2,2,1,-1.333333333,1601.666667,260,2,1,0
2,1,2,-0.666666667,6328.166667,2433,1,0,0
2,2,1,0.333333333,36824.16667,1319.833333,1,0,1
2,3,1,0,35233.16667,11684.5,2,1,0
2,1,1,-2,28530.5,27617,1,1,0
2,2,1,-0.333333333,98117.16667,28528,1,1,0
2,3,1,-1.833333333,2367,1843.666667,1,0,0
2,2,2,-1.166666667,48,140.3333333,1,1,0
2,2,1,-1,2710.5,2981.5,2,0,0
2,2,2,0,104847.3333,4616.166667,2,0,0
2,2,2,0.5,7793.333333,424.3333333,3,0,1
2,2,1,0,105072.5,5417.833333,2,1,0
2,3,1,-0.5,14752.16667,1077.5,2,0,0
1,3,2,0.5,132334.6667,5366.666667,0,0,0
1,1,2,-0.166666667,21118.5,8448.5,0,0,0
1,1,2,-0.666666667,21860,20871.66667,0,3,0
1,1,2,-2,922.6666667,924.1666667,0,1,0
1,2,2,-0.5,66480.5,25792,0,1,0
1,3,1,0.666666667,55819.16667,8000,1,0,1
1,2,2,1.833333333,12314,983.3333333,1,0,1
1,1,1,0,443.3333333,25915,1,1,0
1,1,2,0.166666667,4582.333333,2566.833333,1,4,0
1,2,2,0,8054.833333,4140.333333,0,0,1
1,1,2,0,49749,2066.666667,0,0,0
1,1,2,0.833333333,22934,1033.333333,0,0,0
1,1,2,-0.166666667,17792.66667,8233.333333,0,0,0
1,1,2,-1.166666667,612,242.1666667,0,0,0
1,1,2,-0.833333333,24160.16667,42207,1,1,0
1,2,2,0.5,3754.5,2340.333333,0,0,1
1,2,2,-2,47760.66667,45541.16667,0,1,0
1,3,2,0.833333333,15136.5,953,0,0,0
1,2,2,0,69119.33333,2833.333333,0,1,0
1,1,2,-1.5,0,0,0,2,0
1,2,2,-0.166666667,78696.5,30335.83333,0,1,0
1,2,2,-0.166666667,6614.333333,1500,0,0,0
1,2,2,0,109740.3333,23500,0,2,1
1,2,2,0,3076.333333,1066.666667,0,0,1
1,2,2,0.333333333,15951.33333,1333.333333,0,0,0
1,1,2,0,8720.833333,947.8333333,0,0,1
1,2,2,-0.666666667,95,386.6666667,0,0,0
1,1,2,0,173256.5,22264.16667,0,2,0
1,1,2,-0.833333333,258.3333333,1108.333333,1,1,0
1,2,2,-1,2754,2754,1,1,0
1,1,2,0,69332.66667,1566.666667,1,0,1
1,2,1,0,24773,1474.5,1,0,0
1,2,2,0,72996,31518.5,1,2,0
1,2,1,1.666666667,20207.5,500,1,0,0
1,1,1,0,95549.83333,3548.333333,1,3,1
1,1,1,-1,1731.166667,2009.833333,1,1,0
1,3,2,0,155775.5,6006,0,1,0
1,2,2,0,9325.5,888,0,0,0
1,3,2,-0.5,19658.16667,16764.5,3,3,0
1,2,2,0,35217.83333,2503.166667,1,0,0
1,2,1,-2,3009.166667,756.6666667,1,1,0
